series_id,molecule_id,inchi,source_doi,T_min_K,T_max_K,T_span_K,temperature_levels,warm_levels,cold_levels,episode_eligible,monotonicity_flag,monotonicity_used_to_select_series
10.1021/acs.jced.7b00892#d9#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1021/acs.jced.7b00892,303.12,303.12,0,1,1,1,False,False,False
10.1021/acs.jced.7b01064#d1#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/acs.jced.7b01064,293.15,328.15,35,8,3,3,True,False,False
10.1021/acs.jced.7b01091#d11#p1,mol_ce86a4b54495b02c,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,10.1021/acs.jced.7b01091,298.15,298.15,0,1,1,1,False,False,False
10.1021/acs.jced.7b01091#d12#p1,mol_ce86a4b54495b02c,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,10.1021/acs.jced.7b01091,275.59,315.36,39.77,5,2,2,False,False,False
10.1021/acs.jced.7b01091#d2#p1,mol_77bbf943053f2531,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,10.1021/acs.jced.7b01091,298.15,298.15,0,1,1,1,False,False,False
10.1021/acs.jced.7b01091#d3#p1,mol_77bbf943053f2531,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,10.1021/acs.jced.7b01091,284.87,304.82,19.95,3,1,1,False,True,False
10.1021/acs.jced.7b01091#d5#p1,mol_7663493163cbdca1,InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2,10.1021/acs.jced.7b01091,298.15,298.15,0,1,1,1,False,False,False
10.1021/acs.jced.7b01091#d6#p1,mol_7663493163cbdca1,InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2,10.1021/acs.jced.7b01091,275,304.79,29.79,4,1,1,False,False,False
10.1021/acs.jced.7b01091#d8#p1,mol_953db3858ca974a4,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,10.1021/acs.jced.7b01091,298.15,298.15,0,1,1,1,False,False,False
10.1021/acs.jced.7b01091#d9#p1,mol_953db3858ca974a4,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,10.1021/acs.jced.7b01091,284.59,324.92,40.33,5,2,2,False,False,False
10.1021/acs.jced.7b01128#d4#p1,mol_7bd3eb1878fd3045,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",10.1021/acs.jced.7b01128,343.15,343.15,0,1,1,1,False,False,False
10.1021/acs.jced.7b01128#d6#p1,mol_327f3d3474e55905,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",10.1021/acs.jced.7b01128,343.15,353.15,10,2,1,1,False,False,False
10.1021/acs.jced.8b00005#d1#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1021/acs.jced.8b00005,307.52,315.24,7.72,4,1,1,False,False,False
10.1021/acs.jced.8b00005#d2#p1,mol_a3ec1070c8366fe2,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",10.1021/acs.jced.8b00005,304.07,317.77,13.7,6,2,2,False,False,False
10.1021/acs.jced.8b00054#d2#p1,mol_3590edb9884753b9,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",10.1021/acs.jced.8b00054,390.4,423.01,32.61,3,1,1,False,False,False
10.1021/acs.jced.8b00054#d5#p1,mol_7ff2a8a99ea3e83d,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",10.1021/acs.jced.8b00054,430.52,467.58,37.06,4,2,1,False,False,False
10.1021/acs.jced.8b00064#d5#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/acs.jced.8b00064,333.2,348.2,15,2,1,1,False,False,False
10.1021/acs.jced.8b00103#d6#p1,mol_8b6a2383c538f690,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",10.1021/acs.jced.8b00103,333.15,333.15,0,1,1,1,False,False,False
10.1021/acs.jced.8b00125#d1#p1,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,10.1021/acs.jced.8b00125,303.15,303.15,0,1,1,1,False,False,False
10.1021/acs.jced.8b00125#d2#p1,mol_256a0ea2592048b0,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",10.1021/acs.jced.8b00125,303.15,323.15,20,3,1,1,False,False,False
10.1021/acs.jced.8b00125#d3#p1,mol_03247da988422eaf,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",10.1021/acs.jced.8b00125,303.15,343.15,40,5,2,2,False,False,False
10.1021/acs.jced.8b00125#d4#p1,mol_538c4f0d7c4ce97e,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",10.1021/acs.jced.8b00125,303.15,323.15,20,3,1,1,False,False,False
10.1021/acs.jced.8b00125#d5#p1,mol_a3ab0bd2d4d80422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",10.1021/acs.jced.8b00125,303.15,383.15,80,9,3,3,True,False,False
10.1021/acs.jced.8b00125#d6#p1,mol_7a77950532c8e700,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",10.1021/acs.jced.8b00125,343.15,393.15,50,6,2,2,False,False,False
10.1021/acs.jced.8b00153#d16#p1,mol_42c6f7b242941e8c,"InChI=1S/C6H8O/c1-2-6-4-3-5-7-6/h3-5H,2H2,1H3",10.1021/acs.jced.8b00153,289.96,317.62,27.66,12,2,5,False,False,False
10.1021/acs.jced.8b00153#d8#p1,mol_62811f5ff2999e78,"InChI=1S/C6H8S/c1-2-6-4-3-5-7-6/h3-5H,2H2,1H3",10.1021/acs.jced.8b00153,292.41,356.68,64.27,17,4,7,True,False,False
10.1021/acs.jced.8b00552#d2#p1,mol_8b6a2383c538f690,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",10.1021/acs.jced.8b00552,332.65,332.65,0,1,1,1,False,False,False
10.1021/acs.jced.8b00552#d6#p1,mol_435971c8aa9ce0da,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",10.1021/acs.jced.8b00552,333.65,348.55,14.9,3,1,1,False,False,False
10.1021/acs.jced.8b00590#d1#p1,mol_5dbb586fa38c6136,"InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3",10.1021/acs.jced.8b00590,329.35,362.77,33.42,4,1,1,False,False,False
10.1021/acs.jced.8b00590#d4#p1,mol_60a1aefe4aec9d39,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,10.1021/acs.jced.8b00590,360.41,388.41,28,3,1,1,False,False,False
10.1021/acs.jced.8b00643#d5#p1,mol_fdf32f1c3d1f602f,"InChI=1S/C4H7NO2/c6-4-5-2-1-3-7-4/h1-3H2,(H,5,6)",10.1021/acs.jced.8b00643,358,385.1,27.1,10,4,3,False,False,False
10.1021/acs.jced.8b00699#d1#p1,mol_581ae09a60a3f350,"InChI=1S/C7H13N/c1-2-3-4-5-6-7-8/h2-6H2,1H3",10.1021/acs.jced.8b00699,253.15,308.18,55.03,13,4,4,True,False,False
10.1021/acs.jced.8b00699#d2#p1,mol_ea37acee7bc3d9f6,"InChI=1S/C8H15N/c1-2-3-4-5-6-7-8-9/h2-7H2,1H3",10.1021/acs.jced.8b00699,258.15,308.15,50,12,4,4,True,False,False
10.1021/acs.jced.8b00699#d3#p1,mol_22159cf19c24ba5e,"InChI=1S/C9H17N/c1-2-3-4-5-6-7-8-9-10/h2-8H2,1H3",10.1021/acs.jced.8b00699,273.66,308.18,34.52,8,3,3,True,False,False
10.1021/acs.jced.8b00765#d12#p1,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",10.1021/acs.jced.8b00765,293.17,313.15,19.98,5,2,2,False,False,False
10.1021/acs.jced.8b00765#d6#p1,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,10.1021/acs.jced.8b00765,293.19,303.17,9.98,3,1,1,False,True,False
10.1021/acs.jced.8b00765#d9#p1,mol_583617cfddce87a5,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",10.1021/acs.jced.8b00765,293.18,293.18,0,1,1,1,False,False,False
10.1021/acs.jced.8b01046#d2#p1,mol_04968cd803835a04,"InChI=1S/C27H50O6/c1-4-7-10-13-16-19-25(28)31-22-24(33-27(30)21-18-15-12-9-6-3)23-32-26(29)20-17-14-11-8-5-2/h24H,4-23H2,1-3H3",10.1021/acs.jced.8b01046,423.2,448.2,25,4,2,1,False,False,False
10.1021/acs.jced.8b01159#d2#p1,mol_fab901c0c3251313,"InChI=1S/C6H13NO/c1-2-7-3-5-8-6-4-7/h2-6H2,1H3",10.1021/acs.jced.8b01159,253.155,298.17,45.015,10,3,3,True,True,False
10.1021/acs.jced.8b01174#d4#p1,mol_e4f2a51ba21b0d6f,"InChI=1S/C17H38N4/c1-16(2)13-15(14-17(3,4)20-16)19-11-7-9-18-10-8-12-21(5)6/h15,18-20H,7-14H2,1-6H3",10.1021/acs.jced.8b01174,474.01,486.31,12.3,4,1,1,False,False,False
10.1021/acs.jced.9b00001#d1#p1,mol_b03713094d2066c8,"InChI=1S/C3H2ClF3/c4-2-1-3(5,6)7/h1-2H/b2-1+",10.1021/acs.jced.9b00001,253.171,253.171,0,1,1,1,False,False,False
10.1021/acs.jced.9b00100#d4#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/acs.jced.9b00100,342.95,342.95,0,1,1,1,False,False,False
10.1021/acs.jced.9b00102#d2#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1021/acs.jced.9b00102,303.15,323.15,20,3,1,1,False,False,False
10.1021/acs.jced.9b00102#d6#p1,mol_8b6a2383c538f690,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",10.1021/acs.jced.9b00102,303.15,323.15,20,2,1,1,False,False,False
10.1021/acs.jced.9b00152#d4#p1,mol_502267b1d358ae7d,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",10.1021/acs.jced.9b00152,329.58,329.58,0,1,1,1,False,False,False
10.1021/acs.jced.9b00152#d5#p1,mol_a3ec1070c8366fe2,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",10.1021/acs.jced.9b00152,317.77,317.77,0,1,1,1,False,False,False
10.1021/acs.jced.9b00306#d1#p1,mol_2483b3ccb2b39f62,"InChI=1S/C6H14O2/c7-5-3-1-2-4-6-8/h7-8H,1-6H2",10.1021/acs.jced.9b00306,456.93,474.79,17.86,2,1,1,False,False,False
10.1021/acs.jced.9b00306#d2#p1,mol_0598ed94e921fa46,"InChI=1S/C8H14O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H2,1-2H3",10.1021/acs.jced.9b00306,424.91,450.08,25.17,4,1,2,False,False,False
10.1021/acs.jced.9b00419#d2#p1,mol_304fa968ee31b51b,"InChI=1S/C12H24O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h3-11H2,1-2H3",10.1021/acs.jced.9b00419,298.4,347.3,48.9,11,3,4,True,False,False
10.1021/je020110g#d1#p1,mol_6ea740b63f4d7f2b,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",10.1021/je020110g,278.15,323.15,45,10,3,3,True,False,False
10.1021/je020110g#d3#p1,mol_8b6a2383c538f690,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",10.1021/je020110g,278.15,323.15,45,10,3,3,True,False,False
10.1021/je020117y#d1#p1,mol_942daac293e911e8,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,10.1021/je020117y,339.16,355.16,16,6,2,2,False,True,False
10.1021/je020117y#d2#p1,mol_4581eaef241767fe,"InChI=1S/C6H6O2/c1-5-2-3-6(4-7)8-5/h2-4H,1H3",10.1021/je020117y,359.95,376.55,16.6,7,3,2,False,True,False
10.1021/je0201976#d12#p1,mol_1dd9a897d5e1ecef,"InChI=1S/C5H5F7O/c1-13-2-3(6,7)4(8,9)5(10,11)12/h2H2,1H3",10.1021/je0201976,291.65,291.65,0,1,1,1,False,False,False
10.1021/je0201976#d22#p1,mol_6cae8d15871f8d0b,"InChI=1S/C6H6F8O/c1-15-2-4(9,10)6(13,14)5(11,12)3(7)8/h3H,2H2,1H3",10.1021/je0201976,301.49,342.67,41.18,5,2,2,False,False,False
10.1021/je0201976#d4#p1,mol_aa544f442b0ebc55,"InChI=1S/C5H3F9O/c6-2(7)4(10,11)15-1-3(8,9)5(12,13)14/h2H,1H2",10.1021/je0201976,299.64,299.64,0,1,1,1,False,False,False
10.1021/je0201976#d50#p1,mol_a93b39db6a02109e,"InChI=1S/C4H4F6O/c5-3(6,7)1-11-2-4(8,9)10/h1-2H2",10.1021/je0201976,293.4,293.59,0.19,2,1,1,False,False,False
10.1021/je0201976#d54#p1,mol_767144cefd9a01b7,"InChI=1S/C4H4F6O/c5-2(6)1-11-4(9,10)3(7)8/h2-3H,1H2",10.1021/je0201976,300.91,300.91,0,1,1,1,False,False,False
10.1021/je020210m#d9#p1,mol_08aab174136fca84,"InChI=1S/C4H4F4O/c1-2(9)4(7,8)3(5)6/h3H,1H3",10.1021/je020210m,297.98,297.98,0,1,1,1,False,False,False
10.1021/je025534p#d1#p1,mol_80a7457a3267a94e,"InChI=1S/C4H8O2/c1-4-5-2-3-6-4/h4H,2-3H2,1H3",10.1021/je025534p,298,308,10,3,1,1,False,False,False
10.1021/je0255628#d2#p1,mol_b482dd7c4a655efd,"InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",10.1021/je0255628,308.15,313.15,5,2,1,1,False,False,False
10.1021/je0255628#d5#p1,mol_502267b1d358ae7d,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",10.1021/je0255628,313.15,313.15,0,1,1,1,False,False,False
10.1021/je0255628#d6#p1,mol_6eb44d0732fcdc70,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3",10.1021/je0255628,313.15,313.15,0,1,1,1,False,False,False
10.1021/je025566c#d1#p1,mol_08de694c9506e17b,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",10.1021/je025566c,353.15,393.15,40,3,1,1,False,False,False
10.1021/je025566c#d3#p1,mol_b482dd7c4a655efd,"InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",10.1021/je025566c,333.15,353.15,20,3,1,1,False,False,False
10.1021/je025566c#d4#p1,mol_dd7217c8aa001588,"InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",10.1021/je025566c,313.16,333.145,19.985,5,2,2,False,False,False
10.1021/je025576d#d4#p1,mol_3c910e6c11c5e493,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,10.1021/je025576d,408.35,435.45,27.1,4,2,1,False,True,False
10.1021/je025576d#d8#p1,mol_3c289d4e289f2410,"InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2",10.1021/je025576d,293.15,304.05,10.9,3,1,1,False,False,False
10.1021/je0255980#d1#p1,mol_cf8f354d990ebe29,"InChI=1S/C14H30O/c1-7-8-9-10-11-15-14(5,6)12-13(2,3)4/h7-12H2,1-6H3",10.1021/je0255980,295.8,326.2,30.4,11,4,4,True,False,False
10.1021/je0255980#d10#p1,mol_e1045e97e4815b23,"InChI=1S/C11H24O/c1-7-8-12-11(5,6)9-10(2,3)4/h7-9H2,1-6H3",10.1021/je0255980,274.3,308.2,33.9,23,11,5,True,False,False
10.1021/je0255980#d11#p1,mol_77691d2337bfc619,"InChI=1S/C12H26O/c1-7-8-9-13-12(5,6)10-11(2,3)4/h7-10H2,1-6H3",10.1021/je0255980,278.3,314.2,35.9,13,4,4,True,False,False
10.1021/je0255980#d2#p1,mol_10541e572cd04e9e,"InChI=1S/C13H28O/c1-7-8-9-10-14-13(5,6)11-12(2,3)4/h7-11H2,1-6H3",10.1021/je0255980,277.5,303.2,25.7,11,3,4,False,False,False
10.1021/je0255980#d3#p1,mol_13ff42623f3cf866,"InChI=1S/C8H18O/c1-7(2)6-9-8(3,4)5/h7H,6H2,1-5H3",10.1021/je0255980,273.3,308.4,35.1,20,6,7,True,True,False
10.1021/je0255980#d4#p1,mol_8477b7b46a4f3d7e,"InChI=1S/C6H14O/c1-5-6(2,3)7-4/h5H2,1-4H3",10.1021/je0255980,274.2,307.8,33.6,11,3,6,True,False,False
10.1021/je0255980#d5#p1,mol_5e0efb61904c3869,"InChI=1S/C7H16O/c1-5-7(3,4)8-6-2/h5-6H2,1-4H3",10.1021/je0255980,274.2,302.2,28,12,3,5,False,False,False
10.1021/je0255980#d6#p1,mol_e918295dc5dd314a,"InChI=1S/C8H18O/c1-5-7-9-8(3,4)6-2/h5-7H2,1-4H3",10.1021/je0255980,274.2,302.2,28,13,3,5,False,False,False
10.1021/je0255980#d7#p1,mol_4eadf0af1849f947,"InChI=1S/C9H20O/c1-5-7-8-10-9(3,4)6-2/h5-8H2,1-4H3",10.1021/je0255980,274.2,308.2,34,16,5,5,True,False,False
10.1021/je0255980#d8#p1,mol_1a56e24870b3472e,"InChI=1S/C9H20O/c1-8(2,3)7-9(4,5)10-6/h7H2,1-6H3",10.1021/je0255980,276.2,308,31.8,17,4,5,True,True,False
10.1021/je0255980#d9#p1,mol_61d64dd5b35cfdac,"InChI=1S/C10H22O/c1-7-11-10(5,6)8-9(2,3)4/h7-8H2,1-6H3",10.1021/je0255980,274.3,301.2,26.9,10,3,3,False,False,False
10.1021/je025621h#d1#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1021/je025621h,312.17,313.43,1.26,2,1,1,False,False,False
10.1021/je025621h#d2#p1,mol_e983a25bd52a944d,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,10.1021/je025621h,302.92,306.91,3.99,3,1,1,False,False,False
10.1021/je025631i#d6#p1,mol_913f04ec4de50c29,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",10.1021/je025631i,348.15,348.15,0,1,1,1,False,False,False
10.1021/je025634v#d10#p1,mol_65b637e94cd66c7e,"InChI=1S/C10H18O2/c1-2-6-10(11)12-9-7-4-3-5-8-9/h9H,2-8H2,1H3",10.1021/je025634v,273.17,310.41,37.24,9,3,2,True,True,False
10.1021/je025634v#d11#p1,mol_65b637e94cd66c7e,"InChI=1S/C10H18O2/c1-2-6-10(11)12-9-7-4-3-5-8-9/h9H,2-8H2,1H3",10.1021/je025634v,278,313.2,35.2,17,5,6,True,False,False
10.1021/je025634v#d13#p1,mol_17a72fa1b6a75538,"InChI=1S/C11H20O2/c1-2-3-9-11(12)13-10-7-5-4-6-8-10/h10H,2-9H2,1H3",10.1021/je025634v,283.54,318.21,34.67,8,3,3,True,True,False
10.1021/je025634v#d14#p1,mol_17a72fa1b6a75538,"InChI=1S/C11H20O2/c1-2-3-9-11(12)13-10-7-5-4-6-8-10/h10H,2-9H2,1H3",10.1021/je025634v,293.2,332.2,39,23,5,7,True,False,False
10.1021/je025634v#d2#p1,mol_ad64c2cfe3c93488,"InChI=1S/C8H14O2/c1-7(9)10-8-5-3-2-4-6-8/h8H,2-6H2,1H3",10.1021/je025634v,253.47,283.67,30.2,7,2,2,False,False,False
10.1021/je025634v#d3#p1,mol_ad64c2cfe3c93488,"InChI=1S/C8H14O2/c1-7(9)10-8-5-3-2-4-6-8/h8H,2-6H2,1H3",10.1021/je025634v,274.1,318.2,44.1,20,5,7,True,False,False
10.1021/je025634v#d5#p1,mol_a78531f40bfa734a,"InChI=1S/C7H12O2/c8-6-9-7-4-2-1-3-5-7/h6-7H,1-5H2",10.1021/je025634v,253.02,273.165,20.145,10,3,4,False,False,False
10.1021/je025634v#d7#p1,mol_20837b2036542f40,"InChI=1S/C9H16O2/c1-2-9(10)11-8-6-4-3-5-7-8/h8H,2-7H2,1H3",10.1021/je025634v,253.48,293.56,40.08,7,3,2,True,True,False
10.1021/je025634v#d8#p1,mol_20837b2036542f40,"InChI=1S/C9H16O2/c1-2-9(10)11-8-6-4-3-5-7-8/h8H,2-7H2,1H3",10.1021/je025634v,274.7,313.2,38.5,20,6,6,True,False,False
10.1021/je025651k#d3#p1,mol_bcfe0436200b409a,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",10.1021/je025651k,290,320,30,3,1,1,False,False,False
10.1021/je025651k#d9#p1,mol_b6b13d8dfbd75423,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",10.1021/je025651k,293.8,339.8,46,7,2,2,False,False,False
10.1021/je025660t#d1#p1,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,10.1021/je025660t,302.25,307.09,4.84,2,1,1,False,False,False
10.1021/je025660t#d2#p1,mol_25b76921742ed7fa,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",10.1021/je025660t,309.38,323.15,13.77,7,2,3,False,False,False
10.1021/je025660t#d3#p1,mol_b4ec50115958b3dd,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",10.1021/je025660t,322.61,328.37,5.76,2,1,1,False,False,False
10.1021/je030168a#d1#p1,mol_6ea740b63f4d7f2b,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",10.1021/je030168a,278.15,323.15,45,10,3,3,True,False,False
10.1021/je030168a#d2#p1,mol_a39fe39f3d910b4e,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",10.1021/je030168a,288.15,323.15,35,8,3,3,True,False,False
10.1021/je030168a#d3#p1,mol_2e538f5e181d5946,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",10.1021/je030168a,308.15,323.15,15,4,1,1,False,False,False
10.1021/je030222n#d1#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/je030222n,314.19,342.17,27.98,4,2,1,False,False,False
10.1021/je030222n#d4#p1,mol_3fd637a4d667fe51,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",10.1021/je030222n,322.59,371.37,48.78,4,1,1,False,False,False
10.1021/je0302349#d1#p1,mol_c75fad41ddce441e,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",10.1021/je0302349,373.15,413.15,40,4,1,2,False,False,False
10.1021/je0302349#d2#p1,mol_4ed4476039d60934,"InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3",10.1021/je0302349,373.15,413.15,40,4,1,2,False,False,False
10.1021/je034096z#d2#p1,mol_64e5f8dfe16d9044,"InChI=1S/C10H22O3/c1-2-3-4-5-7-12-9-10-13-8-6-11/h11H,2-10H2,1H3",10.1021/je034096z,402.985,423.15,20.165,7,3,3,False,False,False
10.1021/je034096z#d3#p1,mol_496a55139eacec75,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",10.1021/je034096z,352.27,377.86,25.59,9,2,4,False,False,False
10.1021/je034144f#d1#p1,mol_f485c31dbb304f3b,InChI=1S/C2H3N/c1-2-3/h1H3,10.1021/je034144f,277.922,309.636,31.714,11,3,4,True,False,False
10.1021/je034153o#d1#p1,mol_b482dd7c4a655efd,"InChI=1S/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3",10.1021/je034153o,303.15,303.15,0,1,1,1,False,False,False
10.1021/je034153o#d4#p1,mol_c555c47fe3d2bf7e,"InChI=1S/CCl4/c2-1(3,4)5",10.1021/je034153o,303.15,303.15,0,1,1,1,False,False,False
10.1021/je034173q#d2#p1,mol_c4d2e3aa2bcb522b,InChI=1S/C3H4O3/c4-3-5-1-2-6-3/h1-2H2,10.1021/je034173q,451.58,460.15,8.57,3,1,1,False,False,False
10.1021/je034197x#d1#p1,mol_6dc54388549b234e,"InChI=1S/CH4O/c1-2/h2H,1H3",10.1021/je034197x,298.15,298.15,0,1,1,1,False,False,False
10.1021/je034197x#d2#p1,mol_b4b87befe28d84ce,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",10.1021/je034197x,298.15,313.15,15,4,1,1,False,False,False
10.1021/je034197x#d3#p1,mol_2465ec339bda2cbb,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",10.1021/je034197x,298.15,328.15,30,7,2,2,False,False,False
10.1021/je034197x#d4#p1,mol_83a135e5c50b66c1,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",10.1021/je034197x,298.15,318.15,20,5,2,2,False,False,False
10.1021/je034197x#d5#p1,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",10.1021/je034197x,298.15,348.15,50,11,4,4,True,False,False
10.1021/je034222z#d3#p1,mol_ff54a8bf2e6632ae,"InChI=1S/C10H5F17O/c11-3(12,1-2-28)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h28H,1-2H2",10.1021/je034222z,357.15,415.15,58,6,2,2,False,False,False
10.1021/je0342522#d2#p1,mol_3590edb9884753b9,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",10.1021/je0342522,333.15,353.15,20,2,1,1,False,False,False
10.1021/je0342522#d4#p1,mol_b6168ead9ee43526,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",10.1021/je0342522,323.27,323.27,0,1,1,1,False,False,False
10.1021/je034259j#d13#p1,mol_3b77e9f37a5881a9,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,10.1021/je034259j,313.15,313.15,0,1,1,1,False,False,False
10.1021/je034259j#d4#p1,mol_c12442c83d78b47e,InChI=1S/CH2Br2/c2-1-3/h1H2,10.1021/je034259j,313.15,313.15,0,1,1,1,False,False,False
10.1021/je034263v#d2#p1,mol_8058f2b63219b26a,InChI=1S/C6H5Cl2P/c7-9(8)6-4-2-1-3-5-6/h1-5H,10.1021/je034263v,349.26,426.06,76.8,26,9,8,True,False,False
10.1021/je034263v#d5#p1,mol_7982e06cefd90b4f,"InChI=1S/C6H5Cl2OP/c7-10(8,9)6-4-2-1-3-5-6/h1-5H",10.1021/je034263v,377.15,457.65,80.5,20,7,5,True,False,False
10.1021/je034278t#d1#p1,mol_792e292bef612372,"InChI=1S/C4H10OS/c1-3-6(5)4-2/h3-4H2,1-2H3",10.1021/je034278t,298.15,318.15,20,5,2,2,False,False,False
10.1021/je049561m#d1#p1,mol_b8293313f61ea38f,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",10.1021/je049561m,265,363.2,98.2,23,7,7,True,True,False
10.1021/je049561m#d11#p1,mol_c69bf2d8c5c184a7,"InChI=1S/C9H20O/c1-7(2)5-9(10)6-8(3)4/h7-10H,5-6H2,1-4H3",10.1021/je049561m,278.2,321.2,43,13,4,3,True,False,False
